Date,Open,High,Low,Close,Adj Close,Volume
2011-10-20,32.463139,32.836079,31.799652,32.328709,28.734865,2098691
2011-10-21,32.979183,32.979183,32.528187,32.914139,29.255207,1819665
2011-10-24,33.091934,33.950565,33.013878,33.915871,30.145588,1259307
2011-10-25,33.694710,34.119686,32.875107,32.922810,29.262907,1265072
2011-10-26,33.278404,34.098003,32.740677,33.846485,30.083923,1339094
2011-10-27,35.320904,36.565479,34.904598,36.058109,32.049683,1914672
2011-10-28,35.594101,36.006069,35.459671,35.741543,31.768303,1260690
2011-10-31,34.986992,35.411968,34.206417,34.210754,30.407690,1288362
2011-11-01,32.775368,34.830875,32.528187,33.976582,30.199547,2407233
2011-11-02,33.694710,35.294884,33.690372,35.151779,31.244110,1823354
2011-11-03,35.620121,36.483089,34.878578,36.344318,32.304073,1692373
2011-11-04,36.084129,36.344318,35.351257,36.209888,32.184593,1217799
2011-11-07,36.036427,36.552471,35.823936,36.470078,32.415852,1190127
2011-11-08,36.578491,36.795319,35.967041,36.613182,32.543056,923784
2011-11-09,35.420643,35.607113,34.466610,34.705116,30.847094,1485295
2011-11-10,35.403297,35.823936,34.835213,35.537727,31.587133,1203271
2011-11-11,36.196877,36.522118,35.832611,36.183868,32.161449,1320185
2011-11-14,36.097137,36.192539,35.511707,35.680832,31.714333,1240859
2011-11-15,35.585430,35.888985,35.130096,35.702515,31.733606,998498
2011-11-16,35.195145,35.967041,35.021683,35.173462,31.263388,1168911
2011-11-17,35.143105,35.268864,33.972244,34.189072,30.388422,1031704
2011-11-18,34.501301,35.078056,34.219429,34.787510,30.920328,1325950
2011-11-21,33.855160,34.366871,33.777103,34.154381,30.357586,901646
2011-11-22,33.941891,34.327839,33.399826,33.638336,29.898903,1681766
2011-11-23,33.365135,33.959236,33.078926,33.191673,29.501896,1530031
2011-11-25,33.087597,33.872505,33.005203,33.300087,29.598255,466734
2011-11-28,34.457935,34.917606,34.084995,34.332176,30.515615,1037239
2011-11-29,34.475281,34.809193,34.258457,34.609715,30.762297,1595291
2011-11-30,36.196877,36.400696,35.893322,36.392021,32.346470,1890228
2011-12-01,36.201214,36.812664,36.092800,36.170860,32.149891,755907
2011-12-02,36.322636,36.760624,35.719860,35.802254,31.822258,744838
2011-12-05,36.647877,36.977451,36.201214,36.600174,32.531475,1163608
2011-12-06,36.699913,37.289680,36.331310,36.912403,32.809002,1127173
2011-12-07,36.205551,37.463139,35.875977,37.181267,33.047977,1530031
2011-12-08,36.712921,37.042500,35.962708,36.075455,32.065098,1026170
2011-12-09,36.062447,36.895058,35.737206,36.760624,32.674103,921016
2011-12-12,36.192539,36.279270,35.542065,36.097137,32.084373,1031013
2011-12-13,36.582829,37.172592,35.468342,35.637466,31.675785,1156459
2011-12-14,35.485691,35.745880,35.121422,35.359932,31.429115,1492904
2011-12-15,35.875977,36.266262,35.676495,36.149178,32.130630,1387059
2011-12-16,36.673893,37.107548,36.357330,36.639202,32.566170,1509046
2011-12-19,36.786644,37.007805,36.006069,36.097137,32.084373,747836
2011-12-20,36.834347,37.675629,36.764961,37.545532,33.371738,1322260
2011-12-21,37.601910,37.732002,36.543800,37.267998,33.125061,1172601
2011-12-22,37.432785,37.814396,37.233303,37.554207,33.379471,635995
2011-12-23,37.727669,38.139637,37.476151,37.888119,33.676243,751525
2011-12-27,37.888119,38.161320,37.758022,38.057243,33.826584,409315
2011-12-28,37.970512,37.970512,37.003468,37.051170,32.988735,658824
2011-12-29,37.172592,37.506504,36.929749,37.419773,33.316906,482876
2011-12-30,37.398090,37.658283,37.267998,37.311363,33.220394,488411
2012-01-03,38.274067,38.417171,37.784042,37.961838,33.799538,1066064
2012-01-04,37.792713,38.261059,37.623592,37.888119,33.733902,1022711
2012-01-05,37.597572,37.983521,37.233303,37.705982,33.571751,1239244
2012-01-06,37.675629,38.308762,37.510841,38.148308,33.965576,1122561
2012-01-09,38.200348,38.425846,37.992195,38.148308,33.965576,1004494
2012-01-10,38.777103,38.872505,38.477882,38.616653,34.382565,760058
2012-01-11,38.469212,38.898525,38.412834,38.781441,34.529301,542371
2012-01-12,38.863834,39.288811,38.794449,39.241112,34.938560,805486
2012-01-13,38.954899,39.219429,38.699047,39.084995,34.799561,795801
2012-01-17,39.583694,40.095402,39.015610,39.128361,34.838173,924245
2012-01-18,39.002602,39.514309,38.850822,39.488293,35.158642,969673
2012-01-19,39.666088,39.930614,39.362534,39.809193,35.444340,610859
2012-01-20,39.726799,39.908932,39.631397,39.692108,35.340115,793264
2012-01-23,39.653080,40.026020,39.496964,39.614052,35.270603,653520
2012-01-24,39.353859,39.900261,39.236774,39.809193,35.444340,537529
2012-01-25,39.614052,40.372940,39.397224,40.216827,35.807304,792803
2012-01-26,40.416306,40.594101,39.605377,39.679096,35.328514,875358
2012-01-27,39.614052,40.429314,39.475281,40.312229,35.892235,1210881
2012-01-30,39.809193,40.524719,39.670425,40.264526,35.849758,692492
2012-01-31,40.654816,40.689507,39.939289,40.190807,35.784138,1198198
2012-02-01,40.624458,40.871639,40.364265,40.416306,35.984913,1092352
2012-02-02,40.568085,40.810928,40.385948,40.450996,36.015785,830160
2012-02-03,40.901997,41.279270,40.867302,41.196877,36.679886,845610
2012-02-06,40.997398,41.049435,40.433651,40.667824,36.208843,1178827
2012-02-07,40.529057,40.845619,40.199478,40.351257,35.926975,1448168
2012-02-08,40.338249,41.448395,40.095402,41.240242,36.718491,2344049
2012-02-09,41.196877,41.244579,39.470943,40.242844,35.830452,2815626
2012-02-10,40.017345,40.238506,39.228100,39.540329,35.204960,2109068
2012-02-13,39.917606,40.715527,39.835213,40.650478,36.193390,1448860
2012-02-14,40.355595,40.381615,39.787510,40.112747,35.714630,1173985
2012-02-15,40.160450,40.962708,40.117085,40.780571,36.309216,1957563
2012-02-16,40.728535,41.326973,40.676495,41.279270,36.753250,1485295
2012-02-17,41.539463,41.951431,41.457069,41.899391,37.305367,1329409
2012-02-21,41.864700,42.818733,41.864700,42.718994,38.035114,1862787
2012-02-22,42.666958,43.278404,42.328709,42.766697,38.077591,1711283
2012-02-23,42.714657,42.931484,42.289680,42.745014,38.058273,915713
2012-02-24,42.862099,42.979183,42.437122,42.740677,38.054420,832005
2012-02-27,42.402428,43.235039,42.107548,43.026886,38.309250,915482
2012-02-28,43.074589,43.542931,43.022549,43.360798,38.606552,1236938
2012-02-29,43.404163,43.521248,42.701649,42.918472,38.212723,1513658
2012-03-01,43.087597,43.560280,43.048569,43.464874,38.699207,1207883
2012-03-02,43.209019,43.594971,43.096272,43.365135,38.610413,1066756
2012-03-05,43.503902,43.503902,42.961838,43.261059,38.517738,1608666
2012-03-06,43.308762,43.317432,41.882046,41.955769,37.355564,1563468
2012-03-07,41.960106,42.281006,41.803989,42.007805,37.401909,1216876
2012-03-08,42.376408,43.035561,42.237640,42.987858,38.274502,1147696
2012-03-09,43.000866,43.365135,42.758022,42.983521,38.270641,1144237
2012-03-12,42.953167,42.992195,42.571552,42.632263,37.957897,687419
2012-03-13,42.992195,43.408501,42.723331,43.369473,38.614258,843535
2012-03-14,43.091934,43.529922,42.857761,43.083260,38.359440,787730
2012-03-15,43.161320,43.365135,43.026886,43.365135,38.610413,817708
2012-03-16,43.365135,43.738075,43.248051,43.321770,38.571804,1541561
2012-03-19,43.599304,43.725063,43.187336,43.460537,38.695358,657441
2012-03-20,43.139637,43.235039,42.909801,43.018211,38.301514,641760
2012-03-21,43.113617,43.282742,42.948830,43.117954,38.390339,530841
2012-03-22,42.675629,42.953167,42.038162,42.259323,37.625843,1404354
2012-03-23,42.337379,43.222031,41.990459,43.130962,38.401909,959988
2012-03-26,43.443192,43.876842,43.243713,43.855160,39.046696,861522
2012-03-27,43.902863,46.084129,43.603642,45.832611,40.807327,3078741
2012-03-28,45.589767,45.845619,44.878578,45.125759,40.246536,1573153
2012-03-29,44.557674,45.810928,44.557674,45.711189,40.768658,1208113
2012-03-30,46.001736,46.062447,45.472679,45.906330,40.942699,1160149
2012-04-02,46.006069,47.003468,45.954033,46.717258,41.665943,1419574
2012-04-03,46.587166,46.890720,46.188206,46.704250,41.654354,929087
2012-04-04,46.183868,46.235905,45.563747,46.170860,41.178638,846071
2012-04-05,46.006069,46.582829,45.854294,46.101475,41.116749,541679
2012-04-09,45.420643,45.706852,45.164787,45.385948,40.478592,931855
2012-04-10,45.411968,45.724197,44.124023,44.388554,39.589035,1618120
2012-04-11,44.939289,45.147442,44.358196,44.427582,39.623848,1164761
2012-04-12,44.627060,45.819599,44.627060,45.563747,40.637173,1430642
2012-04-13,45.294884,45.663486,45.008675,45.437988,40.525002,1153461
2012-04-16,45.810928,45.888985,45.281872,45.663486,40.726120,724315
2012-04-17,45.941025,46.999134,45.941025,46.808327,41.747173,1339555
2012-04-18,46.296619,46.708588,46.227234,46.491760,41.464836,1127634
2012-04-19,46.526451,46.786644,45.888985,46.266262,41.263721,898648
2012-04-20,46.435387,46.834347,46.205551,46.461407,41.437756,867517
2012-04-23,45.780571,45.815266,45.190807,45.706852,40.764797,1316495
2012-04-24,45.967041,45.967041,45.264526,45.411968,40.501793,1279599
2012-04-25,45.962708,47.207287,45.962708,47.181267,42.079781,1433179
2012-04-26,46.895058,47.875107,46.704250,47.784042,42.617386,1310961
2012-04-27,47.957500,48.694710,47.862099,48.590633,43.336773,1855869
2012-04-30,47.875107,48.954899,47.263660,47.896790,42.717945,1307041
2012-05-01,46.834347,47.831741,46.075455,47.489159,42.354382,1395822
2012-05-02,46.660885,47.211620,46.097137,47.129227,42.033371,1821971
2012-05-03,47.302689,47.515179,46.665222,46.721596,41.669815,973132
2012-05-04,46.595837,46.751949,45.780571,45.997398,41.023930,1180672
2012-05-07,45.884647,46.157848,45.628796,45.945358,40.977520,847686
2012-05-08,45.637466,45.888985,44.882915,45.815266,40.861485,1298509
2012-05-09,45.229836,46.001736,45.013008,45.680832,40.741592,941540
2012-05-10,46.144840,46.287945,45.637466,45.802254,40.849876,713246
2012-05-11,45.429314,46.422375,45.411968,45.962708,40.992985,1546865
2012-05-14,45.316566,45.789246,45.065048,45.095402,40.219456,1573845
2012-05-15,45.099739,45.416306,44.692108,44.813530,39.968071,1399742
2012-05-16,44.995663,45.199478,43.594971,43.638336,38.919930,1830964
2012-05-17,43.755421,43.824806,42.103210,42.185604,37.624275,1478607
2012-05-18,42.376408,42.814396,41.626194,41.734604,37.222034,1376221
2012-05-21,41.869038,43.573288,41.860363,43.464874,38.765236,1055917
2012-05-22,43.681702,44.418907,43.434521,43.751083,39.020508,1501437
2012-05-23,43.209019,44.540329,42.905464,44.405899,39.604507,1040006
2012-05-24,44.553337,45.104076,44.071987,45.082394,40.207855,2449433
2012-05-25,45.047703,45.264526,44.197746,44.570686,39.751480,995039
2012-05-29,45.134434,45.784908,44.952297,45.568085,40.641048,851952
2012-05-30,44.908932,45.299217,44.718128,44.891586,40.037670,726621
2012-05-31,44.839550,45.065048,43.677364,44.206417,39.426598,1435139
2012-06-01,43.183002,43.521248,42.489159,42.515179,37.918224,1038507
2012-06-04,42.645271,42.801388,41.951431,42.463139,37.871811,1035163
2012-06-05,42.202950,42.862099,41.934086,42.714657,38.096134,990312
2012-06-06,43.052906,43.720730,43.052906,43.720730,38.993423,903376
2012-06-07,44.431915,44.882915,44.015610,44.128361,39.356979,909486
2012-06-08,43.842152,45.073723,43.642670,45.039028,40.169186,1167297
2012-06-11,45.620121,45.637466,43.963573,44.015610,39.256416,1176406
2012-06-12,44.206417,44.770164,43.703381,44.726799,39.890717,854488
2012-06-13,44.796185,44.978317,43.781441,43.790112,39.055305,1370110
2012-06-14,43.972244,44.466610,43.009541,43.373806,38.684013,2280634
2012-06-15,43.712055,43.868172,43.451866,43.633999,38.916065,2117023
2012-06-18,43.243713,44.093670,43.243713,44.015610,39.256416,980857
2012-06-19,44.371204,45.819599,44.319168,45.594101,40.664246,1063412
2012-06-20,45.654816,46.279270,45.255856,45.394623,40.486324,1098002
2012-06-21,45.524719,45.732872,43.512577,43.547268,38.838715,1201772
2012-06-22,43.868172,43.963573,43.052906,43.694710,38.970219,1650635
2012-06-25,43.026886,43.365135,42.645271,43.052906,38.397816,864981
2012-06-26,43.217693,44.015610,43.035561,43.633999,38.916065,972901
2012-06-27,44.015610,44.596703,43.833477,44.501301,39.760719,1016024
2012-06-28,44.084995,44.978317,43.824806,44.900261,40.117184,1345090
2012-06-29,45.906330,46.383347,45.464008,46.383347,41.442287,1513428
2012-07-02,46.470078,46.574154,45.550735,46.478752,41.527527,871092
2012-07-03,46.331310,46.903728,46.149178,46.869038,41.876236,439293
2012-07-05,46.730270,46.981789,46.235905,46.574154,41.612762,1030436
2012-07-06,45.941025,45.967041,45.316566,45.594101,40.737122,1338287
2012-07-09,45.628796,46.313965,45.264526,46.105812,41.194324,1371378
2012-07-10,46.392021,46.626194,45.177795,45.411968,40.574375,1202233
2012-07-11,45.429314,45.524719,44.171726,44.293148,39.574753,1331830
2012-07-12,44.050304,45.108414,43.755421,44.856895,40.078442,875934
2012-07-13,45.108414,46.600174,45.099739,46.539463,41.581764,1085665
2012-07-16,46.418041,46.764961,46.149178,46.556808,41.597267,955952
2012-07-17,46.869038,47.528187,46.322636,47.432785,42.379925,932546
2012-07-18,47.120556,47.935822,46.860363,47.614918,42.542664,813672
2012-07-19,47.849091,48.239376,47.658283,47.788380,42.697647,1065026
2012-07-20,47.476151,47.476151,46.730270,47.294018,42.255951,1172601
2012-07-23,46.418041,46.816998,45.975716,46.669559,41.698002,710940
2012-07-24,46.704250,46.999134,46.140503,46.461407,41.512024,1201195
2012-07-25,46.712921,47.033825,46.209888,46.877708,41.883984,686612
2012-07-26,47.710320,48.091934,47.389420,47.883781,42.782879,1120255
2012-07-27,48.239376,48.378143,47.701649,47.927147,42.821617,1731114
2012-07-30,47.805725,48.516911,47.484821,47.562878,42.496155,1241550
2012-07-31,47.580227,47.684303,47.007805,47.441456,42.387676,1296087
2012-08-01,47.970512,48.326107,45.429314,45.854294,40.969574,1736764
2012-08-02,45.169125,45.568085,44.787510,45.455334,40.613117,1223218
2012-08-03,46.331310,46.981789,46.322636,46.808327,41.821991,706904
2012-08-06,47.007805,47.311363,46.764961,46.955769,41.953732,632882
2012-08-07,47.259323,48.100609,47.129227,47.892452,42.790630,1044964
2012-08-08,47.476151,47.823071,47.137901,47.424110,42.372166,818861
2012-08-09,47.372074,47.545532,46.886383,47.033825,42.023472,669317
2012-08-10,46.756287,47.458801,46.565479,47.363400,42.317936,577422
2012-08-13,47.163921,47.259323,46.357330,47.137901,42.116447,622159
2012-08-14,47.372074,47.536861,46.313965,46.643539,41.674763,757752
2012-08-15,46.669559,47.389420,46.548134,47.320034,42.279182,529112
2012-08-16,47.450130,48.265396,47.146572,48.204681,43.069592,849761
2012-08-17,47.510841,48.117954,47.354729,47.640938,42.565907,1001957
2012-08-20,47.554207,47.684303,47.172592,47.640938,42.565907,502823
2012-08-21,47.831741,48.230701,47.077190,47.276669,42.240440,633919
2012-08-22,47.085861,48.239376,46.981789,48.230701,43.092842,748758
2012-08-23,48.178665,48.178665,47.250648,47.259323,42.224957,632882
2012-08-24,47.267998,47.267998,46.626194,47.016479,42.007969,523923
2012-08-27,47.155247,47.155247,46.487423,46.556808,41.597267,556438
2012-08-28,46.409367,46.582829,46.192539,46.496098,41.543011,724776
2012-08-29,46.591499,47.129227,46.348656,46.877708,41.883984,665627
2012-08-30,46.496098,47.025150,46.374676,46.695576,41.721245,1207652
2012-08-31,47.129227,47.328709,46.608845,47.111881,42.093208,765361
2012-09-04,47.068516,47.129227,46.366001,46.574154,41.612762,827278
2012-09-05,46.487423,47.163921,46.392021,47.068516,42.054462,687880
2012-09-06,47.476151,48.386818,47.224632,48.135300,43.007614,725237
2012-09-07,48.386818,48.612316,48.222031,48.525585,43.356312,845956
2012-09-10,48.412834,49.358196,48.360798,49.158714,43.921993,1054303
2012-09-11,49.150043,49.809193,49.150043,49.644405,44.355949,898302
2012-09-12,49.982655,50.268864,49.549004,49.722462,44.425690,1095696
2012-09-13,49.557674,51.006069,49.358196,50.797916,45.386574,840883
2012-09-14,51.413704,51.526451,50.572418,50.780571,45.371078,810674
2012-09-17,50.346920,50.780571,50.346920,50.520382,45.138611,487373
2012-09-18,50.494362,50.494362,49.826538,50.268864,44.913876,460162
2012-09-19,50.043365,50.450996,49.904598,50.312229,44.952621,448517
2012-09-20,49.878578,50.303555,49.731136,50.294884,44.937130,536260
2012-09-21,50.624458,50.849957,50.008675,50.026020,44.696922,707481
2012-09-24,49.679096,50.000000,49.340851,49.401562,44.138966,528996
2012-09-25,49.653080,49.783173,48.751083,48.803123,43.604282,539373
2012-09-26,48.707718,48.768429,48.143970,48.196011,43.130836,638993
2012-09-27,48.594971,48.594971,48.039894,48.343452,43.262787,645334
2012-09-28,47.875107,48.117954,47.198612,48.031223,42.983364,1415077
2012-10-01,48.117954,49.019947,48.117954,48.855160,43.720699,863366
2012-10-02,48.941891,49.271465,47.771030,47.961838,42.921276,919748
2012-10-03,47.944492,47.979183,47.406765,47.788380,42.766033,1083589
2012-10-04,48.187336,48.378143,47.831741,48.326107,43.247253,668509
2012-10-05,48.568951,49.141369,48.525585,48.751083,43.627567,394441
2012-10-08,48.482220,48.664352,48.169991,48.360798,43.278305,317997
2012-10-09,48.447529,48.629662,47.588898,47.632263,42.626335,443674
2012-10-10,47.510841,47.510841,46.565479,46.643539,41.741520,827854
2012-10-11,47.068516,47.241978,46.816998,46.816998,41.896751,464083
2012-10-12,46.877708,47.137901,46.383347,46.513443,41.625088,401129
2012-10-15,46.565479,47.155247,46.400696,47.129227,42.176167,479072
2012-10-16,47.415440,48.169991,47.363400,48.135300,43.076511,489910
2012-10-17,48.135300,48.785774,48.065914,48.733738,43.612041,486335
2012-10-18,48.560280,49.019947,48.369473,48.525585,43.425777,383257
2012-10-19,48.334778,48.542931,47.666958,47.814396,42.789333,456588
2012-10-22,47.614918,47.875107,47.155247,47.666958,42.657375,321687
2012-10-23,46.608845,47.163921,46.478752,46.973114,42.036453,671738
2012-10-24,47.294018,47.363400,46.279270,46.400696,41.524197,608092
2012-10-25,46.730270,46.929749,46.348656,46.470078,41.586300,424650
2012-10-26,46.556808,47.241978,46.357330,47.077190,42.129597,659055
2012-10-31,46.938423,47.415440,45.004337,46.418041,41.539715,1222180
2012-11-01,46.374676,47.450130,46.201214,47.415440,42.432301,1344283
2012-11-02,47.649609,47.823071,46.903728,46.938423,42.005417,708634
2012-11-05,46.773636,47.623592,46.634865,47.545532,42.548710,510664
2012-11-06,47.528187,47.753685,47.259323,47.380745,42.401245,564855
2012-11-07,46.843018,46.938423,46.149178,46.400696,41.524197,509511
2012-11-08,46.400696,46.548134,45.420643,45.828274,41.011936,690301
2012-11-09,45.646141,46.756287,45.628796,46.157848,41.306877,862675
2012-11-12,46.244579,46.322636,45.784908,45.802254,40.988655,417963
2012-11-13,45.576756,46.097137,45.325237,45.325237,40.561760,471346
2012-11-14,45.333912,45.628796,44.466610,44.579357,39.894272,703791
2012-11-15,44.553337,44.709454,44.024284,44.614052,39.925331,815978
2012-11-16,44.527321,45.221161,44.336514,44.787510,40.080559,870976
2012-11-19,45.394623,46.903728,45.325237,46.608845,41.710472,840652
2012-11-20,46.444057,47.294018,46.426712,46.955769,42.020931,790036
2012-11-21,47.042500,47.267998,46.721596,46.730270,41.819149,828546
2012-11-23,47.025150,47.684303,47.025150,47.528187,42.533192,433528
2012-11-26,47.441456,48.135300,47.285343,48.135300,43.076511,820590
2012-11-27,47.970512,48.473549,47.892452,48.100609,43.045452,710594
2012-11-28,47.753685,48.265396,47.068516,48.126625,43.068745,605325
2012-11-29,48.378143,48.525585,47.918472,48.135300,43.076511,559320
2012-11-30,48.152645,48.490894,47.805725,48.100609,43.045452,1008183
2012-12-03,48.395489,48.525585,46.686905,46.738941,41.826893,810559
2012-12-04,46.790981,47.233303,46.444057,46.712921,41.803596,646602
2012-12-05,46.738941,47.025150,46.097137,46.816998,41.896751,975323
2012-12-06,46.591499,46.643539,45.802254,46.019081,41.182678,1190473
2012-12-07,46.218559,46.235905,45.750217,46.036427,41.198215,649370
2012-12-10,46.062447,46.712921,45.724197,46.608845,41.710472,1196929
2012-12-11,46.756287,47.025150,46.634865,47.016479,42.075268,980396
2012-12-12,47.259323,49.835213,47.025150,49.262794,44.085495,3050953
2012-12-13,49.193409,49.930614,48.794449,49.262794,44.085495,1942920
2012-12-14,49.011276,49.644405,48.898525,49.254120,44.077740,1143776
2012-12-17,49.436253,49.739807,49.098003,49.722462,44.496861,942232
2012-12-18,49.722462,50.546402,49.644405,50.450996,45.148819,1220335
2012-12-19,50.529057,50.633129,50.156113,50.320904,45.032406,845841
2012-12-20,50.251518,50.910667,49.895924,50.815266,45.474823,1178020
2012-12-21,50.286209,50.581093,50.156113,50.312229,45.024643,1234171
2012-12-24,50.294884,50.954033,50.086731,50.806591,45.467049,349359
2012-12-26,50.988724,51.240242,49.904598,50.043365,44.784035,1005762
2012-12-27,50.130096,50.598438,49.739807,50.251518,45.075775,1078055
2012-12-28,49.826538,50.147442,49.627060,49.670425,44.554535,810790
2012-12-31,49.583694,50.763226,49.540329,50.754555,45.526993,857140
2013-01-02,51.743279,52.029488,51.188206,51.535126,46.227180,958950
